,text
19345,You can't put the pussy on a pedestal
19346,You can't spell Patrick without trick so trick or treat bitch
19347,You can't treat these hoes like ladies
19348,You can't trust no chick that got a pet cat b those bitches be mad sneaky
19349,You cant tell these bitches nothing... they belong to the city
19350,"You could fuck my bitch , lemme fuck yo bitch &#128514;&#128514;&#128514;&#128514; &#128175;"
19351,"You da bess, you deserve a crown bitch!"
19352,You do something different you turn out a hoe
19353,You don't HAVE to say it. You showed yaself. RT @UptownRaised: Bitch nobody said I did now shut the fuck up that fat made you retarded @VofD
19354,"You don't know me, but I'm your bra. RT @HuffingtonPost: Doobie Brothers member Michael McDonald says he'll ""come out as a tranny"""
19355,You done with that clown bitch or ...?
19356,You drink light beer? Hahahahahahahahahahaha what a pussy!
19357,You dumb bitch you think I work for free!
19358,You estupid bitch I don't like you &#128074; how hard is it to understand
19359,"You ever dream about fucking a chick, fuck her in real life then the pussy was better in the dream?"
19360,"You ever had a piece of pussy man, that be on your mind like money?"
19361,You ever have sex with a pharaoh. I put that pussy in a sarcophagus
19362,"You ever randomly woke up and ya bitch standing over you, just staring."
19363,"You ever see bitches comment on a vine like ""oh my god, that's me!"" Knowin damn well she would neva do some shit like that lmfaaoo"
19364,You ever seen a fine Eskimo bitch?I'm in google images looking them up now.
19365,You fags hyped that shit up so much and I listen to it... Everything is GARBAGE
19366,You fat hoes need to exercise and diet
19367,You following a whole bunch of bitches that look better than your girl don't do nothin but make you wanna cheat more
19368,"You fuck up , I try to be nice. I fuck up , you go ape shit and stay mad. Wtf haha"
19369,"You fucking fag &#8220;@baethingape: this is exactly what i am talking about 

women are pigs http://t.co/oKR3seYFBJ&#8221;"
19370,"You girls be 13 talking about ""I hate sleeping alone"" .. Well bitch you better buy a damn teddy bear."
19371,"You girls got no job, no college set up to have a better future, then get mad when a nigga leave you cause all you got is pussy"
19372,You girls needa stop with the edits. Damn near got catfished a week or two ago and the bitch keeps findin her way back&#128530;&#128548;&#128165;&#128299;&#128553;
19373,You giving me head tonight or nah ? &#8212; I'll shoot your fucking pussy hoe http://t.co/yvBJuNoTXE
19374,You got 15k followers n the same bed sheets from last month .. These bitches be confrused ( @YoGottiKOM ) voice
19375,"You got dykes, I got the Vic's"
19376,You got hoes really out there titty twerkin &#128584;&#128584;&#128584; https://t.co/1Cc7GU4e7O
19377,You got me faggot
19378,You got my name In your mouth but I got your bitch on my dick &#128586;
19379,You got niggas and I got bitches
19380,"You got niggas and I got bitches.
PARTYNEXTDOOR ain't never lied."
19381,You got that pussy nigga disease ain't no curing ya
19382,You got to be a bad bitch for me trip
19383,You got wild bitches tellin you liessss
19384,You gotta block dumb hoes
19385,You guys are all faggots.
19386,You hate football your a faggot
19387,You have my word we will RT @JRwrz: @Thotcho beat those fucking faggots pls
19388,You have no friends BC nobody wants to be guilty by association #hoe
19389,You hoes AINT fucking with me &#128526;&#128526; http://t.co/abITIixmhz
19390,You hoes ain't got no real friends cause the shit I be seeing boyyyyyyyy&#128563;&#128563;&#128563;&#128563;&#128563; my friends ah burry me 6 ft under oml if I'm ever slipping
19391,You hoes are in for a pleasant surprise &#128540;&#128527;
19392,You hoes complain too much.
19393,You hoes give me more and more reasons everyday to stay my ass single for another 2 years
19394,"You hoes love sayin ""You think you cute huh"".. Naa, You do.."
19395,You hoes steady coming for me &#128514;&#128514;&#128514;
19396,You just a Twitter hoe
19397,You just caught this bitch cheatin while you at work shes with some dude tryin to get off? FUCK slittin her throat CUT THIS BITCH'S HEAD OFF
19398,You just her friend im the niggah she wanna fuck wit
19399,You just salty you ugly and white RT @JayWiz614: @ItsNotHarold they all some hoes
19400,"You just worried bout the bitches, I got one girl and she my girl no one else can hit it"
19401,You know a bitch is crazy when she smiles and she's upset!
19402,You know a bitch mad when she throw her drink &#128514; now she got to find another nigga to buy her another one
19403,"You know bitches be mad when they be like ""I'm my own #wcw&#128514;&#128514;"
19404,You know how hard it is to find a good woman? But yo hoe ass being ungrateful and cheating on your good woman cuz what? Faggot shit.
19405,You know how many hot bitches I own?
19406,You know how these hoes be! http://t.co/EdHIfNsrfR
19407,You know how these lil bitches &#128530;runn they mouth up in the streets &#128078;&#128080;
19408,You know how trash of a grown ass woman you gotta be for a nigga to be fucking around 17 year old? 10 year old landfill trash.
19409,You know i stay on fuck a bitch shit but with a street nigga thats what you gonna get .
19410,You know im not even gonna respond to that but I know the real you bitch!
19411,You know people ghetto when they leave the plastic shit on their TVs
19412,You know random niggaz and bitches wish the worst on eachother... Just look at their tweets.
19413,You know the head good when it feel like she has a pussy stuffed down her throat
19414,You know these hoes is no good when all the singers stop making love songs &#128514;&#128514;
19415,You know these hoes wishy washy
19416,You know these hoes wishy washy !
19417,You know what fuck that bitch and you didnt react? girl it's me and you
19418,You know what fuck you too bitch your such a little hoe! &gt;.&lt;
19419,You know what im into nigga .. Money &amp; expensive bitches
19420,"You know what, all you are doing is being a burden to me. A fuckin annoyance and I hate bitches like you"
19421,You know why we call life a bitch? Cuz she don't use no lube or nothin when she stick her big ole cock up your ass and fuck you raw.
19422,You know you a bitch ass so I don't need to say it.
19423,You know you kinda seem like a nasty bitch. &#128129;&#128139;
19424,You know you married a hoe ass bitch when she let the nigga come over and let the nigga take ya porn DVDs.
19425,You knows dat once you white bitches has da black cock on yo uptight white asshole you wants it again and again and again
19426,You like them bitch niggas.
19427,You like where the hell is yo bitch meanwhile yo bitch like where the hell is yo clique #ayeeeee
19428,You lil stupid ass bitch I ain't fucking with you
19429,You little dumb ass bitch I dont fuck with you!
19430,You little stupid ass bitch I ain't fuckin witchu.
19431,"You little stupid ass bitch, i aint fuckin with you!!!!!"
19432,You little twats.
19433,"You mad cuz I was in the van with yo bitch
With both hands on her tits"
19434,"You mad cuz she fucking on ya enemy? She wins Cuz you letting that shit fuck with you. You can't control these hoes, why stress?"
19435,You mean these hoes RT @KingHorseDick: Russ never gonna be happy bruh
19436,You must be part of the cat family. . Cuz you're a fucking pussy
19437,You must be retarded &#8220;@YahAriah: &#8220;@septicaIs: Quote with a thirst trap &#128520;&#8221;&#128069;&#128069;&#128069; http://t.co/qPZx198vNt&#8221;
19438,You need a muzzle for your horse face bitch.
19439,You need a nicca like me to bring that freak outta you
19440,"You never heard ""i think i have weed poisoning"" cause it dont exist hoe"
19441,"You never invite me anywhere, yet you bitch about it when I do it to you? No."
19442,You nigga eating these hoes pussy but they ain't worth it
19443,You niggas puttin bitches you haven't even fucked yet on a pedestal. Scratch her off your hit list b. You ain't never hittin that.
19444,You niggas talking to these females trying to get some pussy but dont realize you're only boosting their ego and getting curved.
19445,You niggas that would rather your girl wear jeans and Js instead of a tight dress and heels are faggots..
19446,You niggaz is bitches better yet actresses da k hit ya ass nd flip you like a pissy mattress
19447,You nigguhs glorifying pussies
19448,You not playing me bitch I know wassup
19449,"You old bitter,salty ass niccas make my flesh crawl off my bones! Such bitches you are! #DontArgueJustAcceptIt"
19450,You only bully people you know you can. Why you ain't do this in the playoffs bitch? @KingJames
19451,You out there popping them pills fucking them stank hoes.. Keep it real you ain't really bout your bank roll.. You're satisfied.
19452,You poor soul RT @VICD713ENT: Cuz fat bitches the only thing that I like
19453,You pussy if you lie for pussy &#128175;&#128175;
19454,"You pussy nigga, I see ya whiskers"
19455,You ratchet ass bitches gonna have nobody to blame but yourself when you get an std
19456,You really can't be too nice to bitches that's the easiest way to get cheated on
19457,You right fam. RT @pufntrees: @202SOLE jus peeped ur tl.cmon son.look at em.he a bitch
19458,You said I texted u and told u I missed you? Yeah I did bitch like 4 weeks ago. Grow up
19459,You said that's yo bitch but that bitch look fu &#128551;
19460,You say I'm a bitch? I say I'm a woman with a strong personality that doesn't play well with others!&#128074;
19461,"You say it like they're a new toy, they're children you dumb bitch &#8220;@Knia_Amareee: Mixed Babies,I want one &#128525;&#128525;&#128525;&#128525; http://t.co/7riWuwamLz&#8221;"
19462,You say no to ratchet pussy but juicy-j can't! Bands will make her dance
19463,"You say no to ratchet pussy, juicy j cant."
19464,You say that bitch bad but she ain't shit to me !
19465,You say you classy and sadity I say bitch you a tease
19466,You say you gotta new bitch?
19467,You scared I ain't scared to beat the pussy up
19468,You scum bro RT @HURRICANESENSEI: When tha pussy was trash but she still txt yu... http://t.co/5tasiq5YO8 my life ain't shit
19469,You see me bussing this bitch &#128064;&#128299;&#128584;&#128175;
19470,You see me shining on yo bitch ass &#128570;&#128571;&#10024;&#127775;&#128171; http://t.co/ekWNL6bau4
19471,You see these two pussies Jason capuano nd Jason cousins taking Chit on the gram but ain't about that&#8230; http://t.co/IPYnkaqUfz
19472,You see you? You a bitch you.... Talk shit nigga you'll get ya issue!!
19473,You selfish bitch... I bet you love running.. I sure do.
19474,You should have to be over 6 foot and 220 lbs to buy a truck. We know most of you get em cause you're scrawny country pussies.
19475,You should probably go clean your nasty pussy and not worry about wtf I'm doing.
19476,You some type of special faggot if you bring chocolate Swishers to a smoke session.
19477,You state it gook
19478,You still can't turn a hoe into a house wife !
19479,You still fuckin with a sorry ass nigga that makes you a sorry ass bitch #Mimi #NotSorry
19480,You still that nigga b don't trip. They just hatin cause they got no bitches RT @THEOilogy: Nigga stole on me... Princess punch.
19481,You tha hoe
19482,"You the bitch nigga type, you ain't never had a fight."
19483,You think America has crooked laws?Women in other countries get executed in the street for shoning.You American hoes wouldn't make it.
19484,You think I'd learn by now that once red flag bullshit appears to gtfo. But nooooo I have to have faggot ass faith in people.
19485,You think she classy niggah but she really ratchet
19486,You think you're pussy is wet? My kitten drowned two days ago.
19487,You thought I was playin when I cut that bitch off
19488,"You too old to be on Twitter, crying like a bitch..."
19489,You trash tho RT @OME23Y: Edgewood Basketball court NOW!!!!
19490,You tried me hoe. I can sinf
19491,You unfollowed me? You dumb cunt!! Jk..I don't blame you.
19492,"You wanna hot body
You wanna Bugatti
You wanna Maserati
You better rob a bank bitch"
19493,"You wanna know some crazy shit? Without the sunshine, you could find a SHADY bitch!"
19494,You wanna watch the game she wanna watch #scandal but yo bitch ass didn't buy her another tv so you gotta take da L
19495,You want a smart educated dumb bitch you can date. #Lol #drunktalk
19496,"You want me on the couch playing video games where you can see me or out with my friends with other pussy in reach, bae?"
